N,F0,PER,d0,v0,collision,attack
8,-5,0.67,8.881,27,1,0
7,0,0.9,9.943,53,1,1
9,-1,0.46,8.753,12,0,1
10,-8,0.01,4.999,61,1,0
7,-4,0.7,7.465,28,1,0
4,-5,0.59,8.05,76,1,1
9,-2,0.8,10.732,72,1,1
10,-2,0.71,6.63,32,1,0
6,-2,0.26,4.34,72,0,1
4,-8,0.62,8.344,81,1,0
5,-8,0.91,5.701,29,0,0
10,-8,0.54,6.891,21,1,0
6,-3,0.6,7.52,71,0,1
9,1,0.24,6.538,17,1,1
9,-4,0.86,10.13,44,1,1
8,-4,0.89,7.062,78,1,0
5,-4,0.24,7.346,29,0,0
6,-6,0.56,7.74,85,1,1
8,-3,0.76,10.193,53,1,1
10,-1,0.36,7.429,13,1,1
8,-3,0.09,7.97,76,0,0
9,-4,0.87,9.742001,83,1,1
5,-4,0.85,5.632,54,1,0
4,-8,0.54,5.695,66,0,0
9,-3,0.57,7.206,64,1,1
9,-3,0.83,9.107,32,1,1
7,-2,0.83,8.85,78,1,1
3,-6,0.03,7.982,57,0,1
9,-7,0.66,6.98,86,1,0
8,-5,0.97,4.992,21,1,0
4,-2,0.8,9.149,70,1,1
7,-7,0.84,4.947,53,1,0
4,-2,0.09,4.832,38,0,1
6,-6,0.44,6.109,83,1,0
9,-6,0.21,10.767,30,0,1
9,-2,0.89,5.332,88,1,0
4,-2,0.03,8.247,79,0,1
6,-7,0.31,8.414,40,0,0
6,-6,0.32,4.385,21,0,0
4,-7,0.39,7.414,10,0,0
8,-6,0.72,6.388,61,1,1
9,-4,0.83,8.01,60,1,1
10,-7,0.05,4.174,52,1,0
10,-3,0.68,9.9279995,53,1,1
6,-5,0.48,6.942,71,1,0
6,-2,0.71,6.163,37,0,1
9,-4,0.56,7.54,43,1,1
5,-6,0.94,5.609,42,1,0
5,-2,0.44,8.366,49,0,0
5,-8,0.73,8.234,48,1,0
5,-2,0.99,6.575,17,1,1
9,-5,0.26,7.573,56,1,1
10,-6,0.45,10.333,17,1,1
3,0,0.75,6.89,84,0,1
4,-6,0.7,7.409,21,0,0
8,-8,0.94,8.126,66,1,0
8,0,0.91,10.941,40,1,1
9,-1,0.63,6.293,79,1,1
7,-3,0.61,8.777,81,1,0
10,-7,0.77,6.23,27,1,0
10,-2,0.85,5.88,85,1,0
10,-1,0.43,6.152,64,1,1
10,-4,0.21,10.931,57,1,1
8,-3,0.62,7.583,15,0,0
3,-2,0.9,6.638,55,1,1
4,-4,0.95,5.554,54,1,0
6,-3,0.9,5.004,39,1,0
4,-1,0.98,10.12,42,1,1
9,-6,0.76,7.407,88,1,1
10,-3,0.94,4.013,76,1,0
10,-1,0.35,7.814,74,1,1
6,-6,0.61,9.704,58,0,1
6,-3,0.93,5.542,80,1,0
9,-3,0.75,5.456,53,1,0
9,-6,0.78,4.647,85,1,0
9,1,0.68,8.882,17,1,1
9,-8,0.98,4.807,22,1,0
3,-7,0.14,5.574,27,0,0
10,-6,0.88,6.737,50,1,1
6,0,0.86,7.878,13,1,1
9,-6,0.63,6.269,86,1,1
7,-8,0.64,6.717,69,1,0
9,0,0.71,6.376,14,1,1
9,-1,0.74,4.296,20,1,0
10,-2,0.18,4.864,50,1,0
4,-5,0.26,8.542,28,0,1
3,-5,0.59,5.659,12,0,0
5,-7,0.55,5.131,85,1,0
10,-5,0.24,9.91,16,0,1
10,-6,0.56,5.376,86,1,0
3,-4,0.97,4.082,17,1,0
6,-5,0.92,9.186,14,1,1
3,-6,0.73,4.287,62,0,0
5,-4,0.65,8.684999,65,1,1
3,-4,0.21,5.072,63,0,0
8,0,0.64,9.250999,59,0,1
6,-4,0.84,9.591,64,1,1
3,-2,0.84,5.562,22,0,0
8,-5,0.33,7.939,88,1,1
6,-6,0.94,8.875,28,1,0
9,-2,0.61,8.409,63,1,1
3,-6,0.9,10.432,85,1,1
7,-4,0.75,8.527,25,0,0
8,-5,0.45,6.991,67,0,1
7,0,0.81,8.974,73,1,1
5,-8,0.28,8.868,17,0,0
4,-5,0.82,8.581,41,1,0
4,-5,0.02,6.232,65,0,1
10,-7,0.47,5.511,55,1,0
3,-5,0.36,7.969,42,0,0
8,-2,0.25,8.891,74,0,0
10,-2,0.38,10.791,62,1,1
8,-7,0.99,7.632,18,1,0
10,-6,0.73,10.707,86,1,1
4,-6,0.45,7.816,46,0,0
10,-1,0.13,10.753,39,1,1
4,-2,0.18,8.68,18,0,1
6,-1,0.19,6.443,73,0,1
3,-7,0.78,7.749,86,0,0
9,-1,0.38,6.491,80,1,1
4,-1,0.19,6.863,79,0,0
4,-1,0.96,6.213,18,1,1
5,0,0.67,9.825,75,1,1
6,-5,0.36,5.86,43,0,0
6,-5,0.99,6.478,41,1,1
5,-4,0.95,6.219,31,1,0
6,-3,0.46,6.185,17,0,1
3,0,0.05,4.395,18,0,1
5,-6,0.86,7.951,77,1,0
7,-6,0.66,10.431,62,0,1
3,-7,0.54,7.317,41,0,0
8,-5,0.2,6.902,28,0,0
3,-4,0.87,7.507,41,0,1
8,-2,0.75,5.511,71,1,0
9,-1,0.26,5.843,83,1,0
9,-3,0.29,7.804,31,1,1
10,-1,0.25,6.381,49,1,1
10,-2,0.25,8.147,15,1,0
9,-6,0.99,10.867,88,1,1
3,-2,0.2,4.309,80,0,0
10,-1,0.89,8.663,51,1,0
6,-3,0.76,9.514999,43,1,1
6,1,0.47,7.18,39,0,1
9,0,0.78,9.885,76,1,1
4,-4,0.19,7.353,38,0,0
5,-3,0.61,8.086,77,1,1
6,-6,1.0,5.613,29,1,0
6,0,0.41,10.427,22,0,1
5,-1,0.53,4.82,69,0,0
9,0,0.08,8.598,60,1,1
5,-6,0.86,5.55,68,1,0
4,-4,0.81,7.443,51,0,1
9,-4,0.5,5.088,41,0,0
7,-2,0.51,4.268,54,0,0
4,-2,0.93,7.648,82,1,0
4,-3,0.23,8.248,80,0,0
9,-1,0.08,7.871,80,0,1
4,-3,0.41,4.578,46,0,0
4,-7,0.69,7.058,30,1,0
6,-2,0.49,5.787,62,0,0
3,-6,0.79,7.186,40,0,1
7,-3,0.66,9.028999,60,0,1
3,-6,0.94,10.833,88,1,1
8,-6,0.17,7.38,46,0,0
5,-5,0.67,4.365,59,1,0
4,-6,0.32,5.176,26,0,0
9,-4,0.05,10.323,50,0,1
8,1,0.7,9.483,46,0,1
8,-6,0.69,6.316,58,1,1
9,-2,0.01,6.517,77,0,1
5,0,0.27,5.961,87,0,1
6,0,0.72,6.824,70,1,1
10,-1,0.6,6.874,65,1,1
4,-6,0.51,6.902,72,0,0
8,-5,0.4,8.04,52,0,0
5,-8,0.74,5.313,46,1,0
10,-4,0.17,5.951,64,1,0
10,-3,0.87,8.473,42,1,1
9,-8,0.49,6.091,72,1,0
6,-2,0.94,8.938,68,1,1
6,-3,0.02,8.958,70,0,1
7,-3,0.21,10.964,24,0,1
7,-5,0.76,9.797,88,1,1
8,-6,0.61,9.371,86,1,1
3,-3,0.85,9.409,59,1,1
5,-7,0.73,4.671,35,1,0
9,-4,0.57,10.883,10,0,1
8,-7,0.73,8.772,32,1,0
9,-5,0.33,7.543,65,0,0
4,-2,0.55,4.114,85,0,0
4,-2,0.82,6.27,72,1,1
9,1,0.78,7.088,47,1,1
9,-6,0.66,7.012,65,1,1
3,-2,0.98,6.971,59,1,1
6,-2,0.33,8.299,79,0,0
4,-3,0.07,6.675,82,0,0
4,-6,0.61,10.637,71,1,1
3,-4,0.26,4.044,18,0,1
5,-2,0.52,4.342,13,0,0
7,-5,0.62,10.184,88,1,1
9,-2,0.34,7.868,63,0,0
5,-8,0.34,8.504,86,0,0
4,-4,0.87,5.36,22,0,0
9,0,0.63,9.205,55,1,1
4,-2,0.27,8.121,20,0,0
7,-7,0.58,8.875,60,1,0
9,-6,0.86,9.676001,61,1,1
8,-6,0.46,6.444,32,0,1
4,0,0.93,7.923,19,1,1
8,-8,0.83,8.756,74,1,0
7,-4,0.94,4.975,65,1,0
8,-2,0.55,7.865,42,0,1
9,-5,0.23,9.248,42,0,1
5,-3,0.83,5.602,87,1,0
8,-4,0.33,8.685,29,0,0
4,-8,0.74,4.306,88,1,0
9,-6,0.76,4.029,44,1,0
10,-3,0.41,5.147,12,0,0
10,-3,0.03,8.471001,74,1,1
4,-8,0.91,5.059,15,1,0
4,-3,0.44,4.965,79,0,0
5,-8,0.95,5.429,27,1,0
8,-6,0.41,8.698999,84,0,1
4,-3,0.9,9.321,60,1,1
4,-1,0.04,4.708,48,0,1
6,-6,0.99,6.732,66,1,1
10,-6,0.82,8.333,65,1,0
7,-5,0.01,5.506,22,0,0
3,0,0.08,5.631,59,0,1
7,-7,0.8,5.348,25,0,0
8,0,0.68,8.371,27,1,1
4,-1,0.96,6.117,80,1,1
6,-2,0.54,6.061,80,0,0
4,-2,0.82,8.891,45,1,0
4,-4,0.29,8.454,14,0,1
10,-2,0.33,4.149,83,1,0
8,-3,0.67,4.509,70,1,0
3,-6,0.81,7.67,85,1,0
8,1,0.47,8.414,58,0,1
10,-4,0.85,7.425,48,1,1
8,1,0.68,8.424,74,1,1
9,-2,0.69,6.078,76,1,0
9,-6,0.39,7.105,55,0,0
6,1,0.17,7.73,75,0,1
10,-3,0.65,8.113,31,1,0
6,-5,0.8,5.602,25,0,0
3,0,0.18,5.299,42,0,1
9,-4,0.29,8.922,67,0,0
4,1,0.21,5.723,33,0,1
3,-8,0.81,7.636,23,0,0
9,0,0.41,10.551,16,0,1
7,-3,0.59,8.373,56,1,1
4,-5,0.57,5.356,60,0,0
10,-5,0.69,5.812,53,1,0
9,-5,0.28,6.558,78,0,1
3,-4,0.5,6.321,44,0,0
9,-3,0.08,4.754,56,0,0
9,-3,0.22,5.831,65,1,0
5,-5,0.83,8.441999,75,1,1
9,-6,0.99,9.617001,88,1,1
7,0,0.81,6.934,54,1,1
9,1,0.48,8.030001,16,0,1
8,-8,0.01,6.143,77,0,0
5,-5,0.09,7.281,84,0,0
9,-4,0.4,8.181,66,1,1
9,-1,0.4,6.297,16,0,0
6,-6,0.67,6.835,74,1,1
10,-5,0.88,8.295,44,1,0
7,-5,0.8,6.804,43,1,1
3,-6,0.36,7.645,86,0,0
5,-7,0.6,8.612,72,0,0
9,-1,0.89,9.962,82,1,1
9,0,0.4,6.094,83,0,1
7,-1,0.07,4.48,57,0,0
8,-1,0.85,10.331,80,1,1
9,-7,0.48,8.367,38,0,0
5,-4,0.01,6.93,70,0,0
9,0,0.6,6.351,87,1,1
5,-7,0.14,7.498,26,0,0
5,-3,0.76,9.757,60,0,1
9,1,0.25,6.891,88,1,1
4,-6,0.04,7.066,25,0,1
5,-7,0.95,5.904,26,1,0
7,-4,0.82,5.79,52,1,0
9,1,0.68,10.765,62,1,1
6,-2,0.65,5.164,48,0,0
9,-1,0.95,9.807,50,1,1
7,-3,0.94,4.443,27,1,0
3,-3,0.56,5.985,47,0,0
8,-6,0.33,9.4939995,81,0,1
6,-5,0.24,6.003,22,0,1
8,-7,0.01,7.392,65,0,0
10,-3,0.17,7.42,14,1,1
8,-2,0.19,6.202,10,0,0
5,-1,0.71,4.014,17,0,0
8,-2,0.58,8.403,46,0,0
5,-6,0.86,6.137,82,1,0
9,-3,0.97,8.207,10,1,1
5,-1,0.87,9.892,28,1,1
4,-4,0.95,9.896,53,1,1
5,-4,0.88,9.277,41,1,1
9,-6,0.15,8.273,43,0,0
5,-3,0.7,8.624001,64,1,1
9,-1,0.39,6.77,68,1,1
10,-6,0.42,7.353,74,1,0
9,-5,0.66,6.055,16,1,1
6,-6,0.98,9.117001,86,1,1
10,-1,0.8,7.088,31,1,1
7,-1,0.59,10.799,87,1,1
6,-2,0.8,4.441,40,1,0
10,-2,0.17,10.659,67,1,1
8,-1,0.13,7.156,31,0,0
8,-3,0.77,10.825,17,1,1
3,-6,0.02,5.371,15,0,0
8,-4,0.49,8.058001,43,0,1
5,-2,0.53,7.927,25,0,0
5,-4,0.19,4.073,20,0,0
5,-6,0.96,4.881,28,1,0
8,-7,0.46,5.759,84,1,0
10,-8,0.12,4.837,59,1,0
5,-8,0.45,7.708,29,0,0
5,-8,0.06,4.047,69,0,0
5,-6,0.78,4.493,14,0,0
3,-6,0.86,8.802,56,0,0
6,-2,0.11,7.179,78,0,1
7,-8,0.05,4.775,13,0,0
10,-4,0.96,10.232,40,1,1
9,-7,0.42,6.352,72,1,0
10,-3,0.31,6.903,20,1,1
5,-4,0.08,7.238,39,0,0
10,-5,0.13,5.765,17,0,0
5,-3,0.37,7.626,23,0,0
8,-1,0.88,10.464,30,1,1
8,-4,0.64,7.577,61,1,0
4,-2,0.85,6.878,58,1,1
4,-3,0.55,8.382,89,1,1
6,0,0.95,10.676,22,1,1
10,-6,0.91,8.606,71,1,1
3,-8,0.44,7.843,82,1,0
10,-1,0.53,6.681,84,1,1
10,-4,0.66,7.889,41,1,1
6,-7,0.94,5.211,63,1,0
6,-7,0.86,4.286,59,1,0
6,-3,0.45,7.632,63,0,0
3,-4,0.04,4.044,27,0,1
10,-7,0.7,8.788,56,1,0
9,1,0.33,7.804,57,1,1
10,-5,0.22,7.151,49,1,1
4,-3,0.83,6.888,67,1,0
10,-4,0.91,9.879,11,1,1
4,-2,0.35,7.704,35,0,0
3,-3,0.91,7.135,59,1,1
6,-4,0.96,9.153999,73,1,1
3,-4,0.09,4.346,14,0,1
9,-7,0.58,5.423,12,1,0
7,-6,0.5,5.153,11,0,0
5,-3,0.9,4.935,74,1,0
10,1,0.95,10.263,23,1,1
9,-4,0.93,6.601,23,1,1
9,0,0.68,8.507999,37,1,1
5,-7,0.24,8.645,43,0,0
10,-7,0.76,7.194,29,1,0
5,-1,0.86,7.456,80,1,0
10,-6,0.5,9.598,27,1,1
9,-5,0.31,6.197,55,1,0
9,-5,0.19,10.525,26,0,1
6,-7,0.47,5.457,21,0,0
8,-3,0.16,4.585,18,0,0
7,-5,0.44,7.538,35,0,0
4,0,0.15,6.646,36,0,1
10,-3,0.24,9.061,36,1,1
9,-5,0.09,6.323,87,1,0
7,-3,0.1,8.378,29,0,0
6,-3,0.99,10.149,30,1,1
9,-6,0.6,6.757,75,1,0
9,-3,0.74,4.091,39,1,0
7,-4,0.15,7.9,18,0,0
9,-3,0.77,6.937,53,1,1
6,-5,0.43,5.516,88,0,0
5,-6,0.17,4.193,61,0,0
5,-4,0.87,4.121,62,1,0
9,-4,0.83,10.725,21,1,1
9,-5,0.83,10.856,36,1,1
6,-2,0.98,10.174,34,1,1
6,-2,0.17,6.551,27,0,0
4,1,0.79,10.81,72,0,1
3,-4,0.98,9.393,52,1,1
6,-1,0.89,6.827,48,1,1
3,-8,0.57,8.879,70,0,0
6,-6,0.66,10.574,72,1,1
10,-4,0.45,8.878,86,1,1
6,-6,0.87,10.091,57,1,1
4,0,0.26,6.558,23,0,1
7,-4,0.12,9.509,12,0,1
10,-3,0.35,8.907,33,1,1
9,-8,0.66,8.666,29,1,0
4,-5,0.14,8.537,15,0,0
9,-5,0.44,8.853001,15,0,1
8,-2,0.59,10.282,79,1,1
10,-6,0.09,7.159,23,1,1
10,-8,0.21,7.343,39,1,0
10,-8,0.6,7.243,58,1,0
5,-3,0.27,5.047,27,0,0
6,-5,0.86,6.817,37,1,1
8,-1,0.48,5.498,43,0,0
3,0,0.89,7.924,73,1,1
10,-8,0.04,5.328,14,0,0
7,-5,0.2,4.885,51,0,0
3,-6,0.63,6.57,73,0,1
5,-7,0.1,4.413,25,0,0
7,-6,0.06,6.223,73,0,0
7,-5,0.69,7.289,78,1,1
8,-1,0.15,6.942,83,0,1
5,-1,0.41,6.854,59,0,1
10,-1,0.06,7.241,11,0,1
9,-6,0.39,6.228,20,1,1
5,-6,0.12,7.199,78,0,0
4,-2,0.81,6.339,75,1,0
5,-3,0.71,9.741,70,1,1
8,-7,0.5,5.828,77,1,0
4,-1,0.52,5.194,51,0,0
4,-5,0.45,6.957,16,0,0
10,-5,0.23,6.053,24,1,1
4,-5,0.8,8.279,44,1,0
7,1,0.19,10.88,30,0,1
6,-4,0.43,8.337,41,0,1
8,-5,0.6,7.934,45,0,1
5,-2,0.43,7.215,49,0,0
5,-2,0.31,4.243,86,0,0
8,0,0.42,6.508,64,0,1
7,-5,0.72,10.748,31,1,1
8,-5,0.33,4.289,25,0,0
3,-3,0.7,5.044,71,0,0
3,-6,0.02,6.439,27,0,0
7,-4,0.81,8.693,84,1,0
8,-5,0.04,7.615,16,0,0
4,-7,0.73,6.489,15,0,0
8,-8,0.45,8.665,31,0,0
9,-5,0.4,10.153,26,1,1
4,-5,0.25,8.011,20,0,0
9,0,0.47,7.036,40,0,1
4,-3,0.36,8.6,59,0,0
3,-5,0.7,8.667,66,1,1
6,-5,0.89,7.616,52,1,1
9,-5,0.47,9.353001,84,1,1
3,-5,0.92,5.281,34,1,0
3,-7,0.84,6.983,87,1,0
3,-6,0.61,8.012,40,0,0
6,-1,0.42,6.939,47,0,1
10,-6,0.23,10.771,51,1,1
9,-4,0.68,6.755,40,1,1
4,-6,0.77,6.504,56,1,1
6,-1,0.49,8.713,33,0,1
10,-6,0.24,7.482,22,1,1
3,-4,0.84,7.312,62,0,1
5,-1,0.93,8.319,47,1,1
10,-4,0.22,9.188,41,1,1
7,-3,0.5,7.703,82,1,0
10,-5,0.62,6.708,47,1,1
9,-6,0.7,10.203,41,1,1
5,-5,0.58,7.046,11,0,0
5,-2,0.33,6.623,67,0,0
7,-3,0.02,4.219,46,0,0
6,-3,0.92,10.253,17,1,1
6,0,0.24,9.266,65,0,1
9,-8,0.43,7.858,68,0,0
3,-4,0.86,4.125,51,0,0
4,-6,0.93,8.328,53,1,1
7,-2,0.35,7.608,56,0,0
7,-2,0.68,4.583,78,1,0
6,-4,0.1,4.156,43,0,0
3,-2,0.95,8.512,14,1,0
8,-2,0.37,7.59,52,0,1
10,0,0.49,7.031,17,1,1
9,0,0.49,8.269,25,0,1
4,-8,0.48,7.25,27,0,0
8,-7,0.54,4.565,54,0,0
6,-4,0.7,9.921,55,0,1
5,1,0.9,8.114,15,1,1
8,-2,0.99,7.612,72,1,0
8,-2,0.83,8.801,50,1,0
9,-2,0.81,6.85,65,1,0
8,-3,0.96,6.717,42,1,1
10,0,0.04,9.521999,36,1,1
8,-7,0.67,5.139,86,1,0
10,-3,0.3,7.904,64,1,0
10,-1,0.94,7.274,64,1,1
8,-8,0.58,7.069,71,1,0
7,-2,0.29,4.129,28,0,0
9,-5,0.84,8.974,49,1,0
9,-5,0.5,9.186,71,1,1
3,-3,0.89,5.071,52,1,0
6,-8,0.04,7.668,84,0,0
6,-6,0.9,9.327,34,1,1
8,-1,0.82,9.836,73,1,1
7,-8,0.93,7.691,43,1,0
3,-1,0.23,8.985,15,0,1
9,-1,0.53,6.179,73,1,0
3,0,0.9,7.472,52,1,1
3,-4,0.43,5.982,27,0,0
8,-3,0.38,9.637,74,1,1
6,-6,0.62,10.61,55,0,1
4,-3,0.21,6.177,48,0,0
10,-5,0.01,7.642,51,1,0
6,-8,0.34,7.91,56,0,0
4,0,0.77,8.561,87,1,1
6,-4,0.84,7.62,30,1,1
9,-3,0.95,5.478,15,1,0
6,-2,0.57,4.922,65,0,0
9,-4,0.43,9.389999,26,1,1
10,-6,0.88,6.408,58,1,1
9,-4,0.37,8.116,89,1,0
4,-2,0.85,8.055,52,1,0
5,-4,0.73,6.369,29,1,1
6,0,0.66,9.597,77,1,1
10,-3,0.55,7.342,10,1,0
10,-3,0.73,7.429,57,1,0
9,-4,0.78,7.947,46,1,1
9,-3,0.92,8.863,29,1,1
9,-3,0.3,5.005,41,0,0
4,-2,0.58,10.292,87,1,1
9,1,0.58,10.232,30,1,1
