N,F0,PER,d0,v0,collision,attack
7,-2,0.06,7.312,35,0,0
8,-4,0.91999996,4.345,20,0,1
6,-6,0.3,6.556,29,0,0
8,-8,0.5,7.25,80,1,1
6,-8,0.88,6.633,74,0,1
9,-2,0.46,4.472,72,1,0
4,-4,0.47000003,8.53,84,1,1
8,-4,0.9,7.63,12,0,1
4,-7,0.23,8.003,49,0,0
2,-4,0.35000002,5.068,52,1,1
8,-4,0.2,5.331,20,0,0
4,-8,0.14,8.518,54,0,0
6,-3,0.99,5.536,20,1,0
8,-4,0.25,8.678,32,1,1
5,-5,0.31,6.253,35,0,0
6,-6,0.78999996,3.587,80,0,1
5,-2,0.9,6.41,25,1,0
10,-3,0.57,6.108,21,1,0
4,-6,0.59,6.454,82,0,0
8,-8,0.9,4.88,80,1,0
8,-8,0.71,7.061,50,0,1
8,-8,0.22000003,4.888,60,1,1
4,-6,0.12,7.516,64,0,0
7,-1,0.25,5.058,54,0,0
5,-8,0.13,5.222,88,0,1
8,-5,0.9,8.783,50,1,0
10,-2,0.36,8.429,74,1,0
3,-6,0.44,4.665,20,0,0
8,-8,0.07,9.205,50,0,1
8,-6,0.44,8.82,66,1,1
4,-8,0.39,5.322,54,0,1
4,-1,0.94,7.288,73,1,0
4,-6,0.88,6.644,76,0,1
6,-3,0.4,6.081,35,0,0
8,-2,0.61,5.345,60,0,1
7,-7,0.51,7.502,39,0,0
8,-4,0.16000003,6.017,50,1,1
5,-5,0.58,4.834,79,0,0
3,-8,0.6,6.716,49,0,0
9,-2,0.45,5.781,51,0,0
10,-7,0.81,7.304,69,1,0
8,-2,0.78999996,6.895,84,0,1
10,-6,0.05,5.03,44,1,0
4,-4,0.4,4.507,46,1,1
8,-2,0.27,8.924,88,1,1
7,-8,0.38,6.32,73,0,0
5,-3,0.24,7.797,38,0,0
4,-5,0.9,8.93,60,1,0
2,-6,0.90999997,7.308,38,0,1
4,-2,0.87,4.39,12,0,0
6,-4,0.85,7.9370003,44,0,1
6,-8,0.71,4.407,10,0,1
6,-6,0.55,6.777,22,0,1
10,-4,0.3,8.063,78,1,1
8,-8,0.22,6.353,77,0,0
8,-2,0.28,6.291,68,1,1
6,-5,0.36,5.86,43,0,0
10,-6,0.1,7.562,68,1,0
8,-4,0.97,7.665,62,0,1
8,-6,0.9,6.702,12,0,1
6,-8,0.39,8.222,80,1,1
3,-8,0.87,4.279,25,0,0
5,-4,0.76,6.413,46,0,0
3,-2,0.17,5.228,80,0,1
3,-5,0.85,5.084,75,1,0
10,-6,0.01,5.387,62,1,1
8,-4,0.88,6.018,26,0,1
8,-4,0.78999996,5.161,18,0,1
8,-8,0.33,6.408,74,1,1
8,-2,0.28,7.957,44,1,1
10,-2,0.43,8.198999,80,1,1
9,-2,0.1,7.897,85,0,0
5,-6,0.58,6.259,29,0,0
6,-4,0.97,3.934,32,0,1
8,-6,0.29000002,9.175,50,1,1
5,-8,0.8,7.32,60,1,0
10,-2,0.41000003,7.836,58,1,1
10,-6,0.55,8.056,16,0,1
8,-8,0.73,5.575,28,0,1
3,-3,0.13,7.578,17,0,1
4,-8,0.54,5.695,66,0,0
3,-3,0.47,5.207,13,0,0
4,-5,0.87,7.109,70,1,0
9,-5,0.41,8.245,15,0,0
3,-1,0.44,7.064,30,0,0
7,-4,0.36,8.737,69,0,0
5,-5,0.81,5.489,21,0,0
4,-6,0.16,8.12,70,0,0
8,-4,0.94,7.95,26,0,1
4,-6,0.45,4.842,56,1,1
4,-2,0.26,6.558,21,0,1
5,-4,0.0,4.898,67,0,0
5,-2,0.61,5.341,61,1,0
10,-2,0.4,8.194,30,1,1
10,-4,0.78,4.209,59,1,0
10,-2,0.82,5.706,60,1,0
10,-8,0.25,5.841,60,1,1
6,-7,0.78,5.371,25,1,0
6,-6,0.17000002,9.167,70,1,1
10,-8,0.35000002,8.783,56,1,1
4,-5,0.57,5.356,60,0,0
8,-4,0.35,6.198,65,0,0
8,-4,0.53,3.75,54,0,1
8,-8,0.46,7.547,62,1,1
9,-7,0.11,4.635,84,1,0
6,-8,0.99,3.7140002,16,0,1
10,0,0.45,6.062,20,1,1
8,-6,0.33,9.356,36,1,1
4,-4,0.74,6.867,58,0,1
5,-4,0.87,7.035,13,1,0
3,-1,0.31,6.102,51,0,0
6,0,0.35000002,5.869,56,1,1
3,-5,0.07,8.246,87,0,0
4,-4,0.29000002,8.02,56,1,1
6,-6,0.86,6.623,62,0,1
7,-3,0.96,8.173,13,1,0
8,-7,0.74,6.147,22,1,0
8,-8,0.78999996,6.562,90,0,1
4,-8,0.26,9.193,82,1,1
8,-2,0.65,7.99,25,0,0
10,-5,0.24,5.094,54,1,0
6,-4,0.15,5.49,64,1,1
4,-2,0.59,5.252,57,0,0
3,-8,0.12,8.801,15,0,1
8,-4,0.86,7.638,42,0,1
7,-3,0.31,4.188,89,0,0
6,-6,0.96,8.593,15,1,0
8,-6,0.47000003,5.455,72,1,1
9,-1,0.29,5.374,87,1,0
6,-6,0.3,5.877,16,0,1
5,-3,0.27,5.047,27,0,0
5,-4,0.93,8.788,60,1,0
6,-8,0.53,8.449,14,0,1
4,-4,0.18,7.364,66,1,1
9,-3,0.71,8.421,24,1,0
6,-8,0.56,8.084,34,0,1
6,-3,0.17,6.405,50,0,0
5,-4,0.57,8.14,45,0,0
4,-4,0.06,5.503,50,0,1
4,-8,0.110000014,4.778,66,1,1
10,-6,0.24000001,4.841,16,1,1
10,-7,0.07,8.427,83,1,0
8,-6,0.73,7.225,70,0,1
4,-4,0.97,5.64,50,1,0
8,-8,0.78999996,8.015,48,0,1
6,-6,0.78999996,4.518,40,0,1
7,-6,0.97,4.243,49,1,0
6,-2,0.99,6.167,26,0,1
9,-6,0.12,6.617,21,0,0
5,-2,0.53,4.354,13,0,0
10,-8,0.92,6.893,20,1,0
8,-6,0.71,6.97,54,0,1
8,-6,0.5,4.911,46,1,1
4,-6,0.2,5.617,68,1,1
9,-6,0.13,6.551,12,0,0
7,-6,0.84,7.28,44,1,0
6,-6,0.36,7.114,68,1,1
9,-7,0.25,5.793,47,1,0
6,-2,0.33,5.669,68,1,1
4,-8,0.27,9.365,70,1,1
10,-6,0.2,9.345,52,1,1
7,-1,0.07,4.48,57,0,0
6,-6,0.05,7.479,79,0,0
10,-8,0.54,6.891,21,1,0
10,-4,0.22000003,4.553,48,1,1
3,-6,0.09,4.822,58,0,1
10,0,0.4,6.378,72,1,1
4,-3,0.4,6.656,50,0,0
6,-6,0.07,4.843,46,1,1
7,-3,0.5,7.703,82,1,0
7,-6,0.86,4.862,78,1,0
8,-2,0.36,8.522,60,1,1
6,-4,0.18,7.16,84,1,1
9,-2,0.05,8.03,89,0,0
6,-8,0.17,6.639,69,0,0
9,-7,0.97,8.396,11,1,0
10,-2,0.5,6.863,87,1,0
8,-8,0.09,7.716,58,1,1
4,-4,0.2,7.8,84,1,1
6,-4,0.3,8.179,28,0,1
8,-8,0.48000002,4.889,12,1,1
4,-2,0.42,4.747,24,0,0
4,-2,0.75,4.271,40,0,1
8,-6,0.63,4.022,28,0,1
6,-2,0.67,6.655,10,0,1
10,-1,0.25,5.556,65,1,0
3,-2,0.51,5.497,64,0,0
4,-8,0.85,6.669,71,1,0
10,-5,0.78,8.436,37,1,0
7,-1,0.62,7.053,10,0,1
4,-5,0.1,6.461,27,0,0
5,-2,0.27,5.961,85,0,1
9,-6,0.76,5.704,65,1,0
6,-2,0.27,5.28,24,1,1
4,-4,0.52,5.571,86,0,1
8,-2,0.79,7.509,61,1,0
6,-8,0.47000003,5.82,36,1,1
10,-2,0.72,4.415,80,1,0
8,-4,0.41000003,6.058,14,1,1
8,-8,0.36,8.176,60,1,1
6,-6,0.22,4.848,26,0,0
6,-6,0.14,7.525,38,1,1
4,-4,0.73,4.488,41,1,0
6,-6,0.54,4.267,68,0,1
4,0,0.44,7.983,14,1,1
6,-8,0.18,8.621,40,1,1
5,-3,0.64,5.307,33,0,0
10,-5,0.13,8.548,34,0,0
6,-8,0.14,8.332,42,0,1
8,-6,0.75,6.153,24,0,1
8,-2,0.61,5.422,74,0,1
3,-2,0.18,5.299,40,0,1
6,-5,0.03,6.363,31,0,0
4,-4,0.82,7.204,12,1,0
8,-8,0.96,6.57,42,0,1
8,-4,0.08,4.621,12,1,1
3,-3,0.61,7.474,75,1,0
8,-4,0.33,7.891,64,1,1
3,-6,0.03,4.492,35,0,1
10,-7,0.78,6.36,27,1,0
10,-7,0.5,5.004,20,1,0
6,-8,0.12,8.847,75,0,0
5,-2,0.77,6.452,13,0,0
3,-4,0.15,6.599,33,0,0
9,-7,0.29,7.359,69,0,0
10,-4,0.24000001,7.219,38,1,1
10,-8,0.09,6.167,73,1,0
7,-6,0.94,6.602,19,1,0
3,-5,0.7,6.466,22,0,0
8,-2,0.07,9.306,38,0,1
2,-8,0.7,7.795,82,0,1
8,-6,0.71,7.298,44,0,1
10,-5,0.11,5.699,37,1,0
4,-5,0.06,5.439,24,0,0
7,-2,0.68,4.583,78,1,0
4,-8,0.78999996,3.683,60,0,1
4,-2,0.93,7.648,82,1,0
4,-6,0.88,6.057,78,0,1
10,-6,0.02,8.206,13,0,0
4,-2,0.76,8.046,16,0,0
8,-7,0.41,4.796,10,0,0
10,-4,0.45,8.826,32,1,1
5,-5,0.53,6.461,50,0,0
6,-2,0.96,7.375,22,0,1
4,-6,0.38,5.4,78,1,1
8,-7,0.28,6.785,23,0,0
10,-8,0.11,8.488,85,1,0
6,-4,0.72,8.298,78,0,1
4,-6,0.67,8.403,58,0,1
5,-8,0.37,8.898,53,0,0
4,-4,0.9,4.495,58,0,1
4,-7,0.39,7.414,10,0,0
6,-6,0.26,8.297,88,1,1
8,-8,0.89,5.979,76,1,1
8,-4,0.060000002,8.796,66,0,1
4,-8,0.84,6.216,38,0,1
5,-2,0.26,6.334,16,0,0
10,-4,0.36,7.735,80,1,1
3,-8,0.86,7.29,71,1,0
9,-4,1.0,6.41,65,1,0
10,0,0.4,7.65,50,1,1
5,-6,0.43,7.414,29,0,0
5,-7,0.23,6.609,14,0,0
8,-7,0.15,6.957,46,0,0
8,-6,0.24000001,6.708,40,1,1
6,-4,0.22000003,9.121,38,1,1
8,-2,0.93,4.259,66,0,1
9,-5,0.17,8.233,47,0,0
9,-6,0.39,7.105,55,0,0
6,-2,0.36,7.47,52,1,1
3,-6,0.21,7.73,41,0,1
8,-2,0.49,7.352,82,1,1
9,-7,0.49,5.491,30,1,0
8,-8,0.76,8.803,22,0,0
2,-2,0.4,5.972,52,1,1
7,-5,0.03,8.191,62,0,0
8,-4,0.0,8.482,68,0,0
5,-2,0.01,4.315,48,0,0
3,-4,0.01,5.655,28,0,1
4,-6,0.37,7.254,22,1,1
6,-2,0.96,5.539,28,0,1
4,-3,0.16,8.05,66,0,0
5,-5,0.93,7.183,19,1,0
4,-6,0.84,7.483,80,1,1
8,-4,0.27,9.325,16,1,1
8,-4,0.82,7.903,38,0,1
3,-4,0.03,4.879,86,0,0
4,-2,0.05,6.924,78,0,0
4,-4,0.65,7.299,54,0,0
5,-8,0.49,7.173,28,0,0
6,-6,0.4,4.571,48,1,1
4,-3,0.18,7.213,38,0,0
8,-4,0.5,8.65,82,1,0
7,-6,0.37,8.63,87,0,0
8,-4,0.71,7.792,26,1,0
5,-3,0.35,4.718,80,0,0
10,0,0.33,6.301,12,1,1
3,-3,0.09,5.219,16,0,1
6,-4,0.41000003,8.53,32,1,1
8,-4,0.90999997,5.427,66,0,1
5,-5,0.13,4.325,14,0,0
6,-6,0.36,5.317,36,1,1
3,-8,0.84,8.028,70,0,0
8,0,0.2,6.083,52,1,1
4,-2,0.27,8.121,20,0,0
5,-8,0.38,7.853,82,0,0
7,-3,0.18,6.85,57,0,0
8,-2,0.27,6.603,66,1,1
6,-2,0.07,6.867,47,0,0
5,-2,0.98,5.127,82,1,0
3,-3,0.24,5.687,81,0,0
6,-6,0.39,6.116,52,1,1
7,-8,0.88,6.054,66,1,0
6,-4,0.29000002,7.777,14,0,1
6,-4,0.4,4.777,12,1,1
8,-2,0.27,8.574,46,1,1
6,-5,0.54,6.493,50,1,0
8,-8,0.81,6.382,36,0,1
8,-6,0.07,7.46,49,0,0
8,-4,0.53,5.962,46,0,1
3,-7,0.35,5.449,79,0,0
6,-2,0.59,4.809,65,0,0
5,-7,0.6,8.612,72,0,0
4,-4,0.38,4.593,27,0,0
8,-5,0.97,4.992,21,1,0
9,-4,0.28,5.6,84,0,0
8,-8,0.38,5.632,65,1,0
8,-2,0.51,4.182,88,0,1
7,-3,0.17,7.519,51,0,0
9,-8,0.98,4.807,22,1,0
4,-8,0.91,8.812,64,1,0
8,-6,0.46,6.205,14,1,1
6,-6,0.32,4.385,21,0,0
5,-6,0.17,4.193,61,0,0
6,-6,0.65,5.577,42,0,1
4,-6,0.23000002,4.869,28,1,1
6,-6,0.47000003,7.713,28,1,1
7,-2,0.06,4.235,24,0,0
10,0,0.21,5.247,54,1,1
9,-8,0.64,8.797,52,1,0
5,-3,0.48,7.283,45,0,0
6,-8,0.49,5.232,66,1,1
10,-4,0.3,6.878,40,1,1
4,-8,0.82,6.359,60,0,1
4,-8,0.89,4.143,66,1,1
6,-2,0.93,3.862,64,0,1
10,-4,0.25,9.43,20,1,1
6,-2,0.81,5.056,50,0,1
4,-8,0.45,6.716,12,0,0
6,-2,0.96,4.209,24,0,1
7,-5,1.0,5.915,49,1,0
4,-2,0.34,4.787,26,1,1
3,-2,0.26,6.498,41,0,1
6,-2,0.63,6.328,72,0,1
6,-8,0.77,6.932,16,0,1
8,-4,0.09,6.328,62,0,1
8,-3,0.98,8.606,60,1,0
7,-3,0.59,7.153,69,1,0
10,-4,0.23000002,6.299,20,1,1
6,-6,0.33,7.497,36,0,0
8,-6,0.76,5.483,60,0,1
3,-8,0.74,4.905,50,0,0
8,-2,0.38,4.642,36,1,1
6,-1,0.53,5.122,61,0,0
5,-7,0.68,6.617,33,0,0
6,-4,0.19,4.788,60,1,1
6,-6,0.72,6.627,82,1,0
2,-8,0.90999997,4.178,10,0,1
6,-4,0.63,8.441,28,0,1
8,-8,0.73,8.826,57,1,0
4,-5,0.28,6.093,81,0,0
4,-5,0.53,5.043,23,0,0
10,-2,0.19,6.382,32,1,1
8,-6,0.84,5.26,48,0,1
10,-8,0.38,4.908,58,1,1
2,-2,0.22000003,4.822,84,1,1
6,-6,0.4,6.535,40,0,0
8,-2,0.93,8.41,62,0,1
3,-2,0.09,7.95,18,0,1
7,-2,0.44,7.081,46,0,0
6,-2,0.4,5.018,37,0,0
8,-4,0.58,7.419,57,0,0
8,-5,0.21,4.955,34,0,0
7,-2,0.49,7.583,27,0,0
5,-6,0.52,8.212,43,0,0
6,-8,0.36,7.201,29,0,1
9,-2,0.16,4.305,35,0,0
6,-4,0.47000003,8.501,50,1,1
3,-2,0.16,7.831,84,0,1
8,-4,0.64,7.577,61,1,0
10,-4,0.22000003,7.997,82,1,1
3,-7,0.23,8.765,77,0,0
8,-6,0.69,7.484,56,0,1
4,-4,0.64,4.427,72,1,0
8,-7,0.26,7.959,88,0,0
2,-4,0.47000003,9.464,56,1,1
6,-3,0.45,8.301,34,0,1
6,-6,0.44,6.986,20,1,1
5,-1,0.17,4.137,40,0,0
7,-7,0.84,5.887,30,1,0
4,-4,0.31,7.027,17,0,0
3,-7,0.54,7.317,41,0,0
7,-8,0.35,5.779,33,0,0
6,-2,0.34,5.691,76,0,0
4,-2,0.5,9.273,66,1,1
6,-4,0.23,8.437,35,0,0
3,-7,0.34,8.172,27,0,0
4,-7,0.84,7.608,52,1,0
10,-2,0.32,8.181,78,1,1
8,-4,0.68,7.822,34,0,1
8,-6,0.16000003,4.555,16,1,1
10,-4,0.17000002,6.737,36,1,1
5,-7,0.14,7.498,26,0,0
8,-2,0.21,4.876,14,1,1
6,-6,0.23,7.754,38,0,0
10,-2,0.4,7.657,74,1,1
8,-6,0.39,8.766,34,1,1
10,-4,0.36,8.079,22,1,1
4,-6,0.42000002,4.74,26,1,1
3,-8,0.01,8.047,85,0,1
8,-8,0.19,4.816,58,1,1
6,-2,0.57,4.922,65,0,0
8,-4,0.39,4.677,80,1,1
4,-8,0.78999996,4.499,86,0,1
5,-2,0.13,6.434,53,0,0
9,-4,0.43,4.6,38,1,0
8,-4,0.19,4.885,80,1,1
5,-8,0.24,5.923,74,0,1
7,-2,0.71,6.978,64,1,0
4,0,0.38,7.696,66,1,1
4,-2,0.26,5.393,84,1,1
4,-2,0.46,9.117,82,1,1
4,0,0.39,8.685,48,1,1
4,-2,0.91,4.57,66,1,0
6,-2,0.97,6.513,74,0,1
8,-1,0.22,7.075,87,0,0
8,-4,0.76,3.8520002,50,0,1
10,-5,0.05,4.127,79,1,0
10,-4,0.96,7.62,30,1,0
7,-7,0.53,6.354,20,0,0
4,-7,0.16,6.803,72,0,0
10,-6,0.18,5.545,18,1,1
4,-2,0.31,7.467,58,1,1
8,-2,0.85,5.032,76,0,1
6,-8,0.44,4.502,56,1,1
8,0,0.32,9.398,80,1,1
2,-6,0.8,6.35,44,0,1
9,-1,0.12,7.56,83,1,0
8,-8,0.99,8.571,57,1,0
6,-6,0.27,4.591,86,1,1
2,-8,0.55,7.738,84,0,1
10,-3,0.8,7.274,73,1,0
6,-4,0.21,7.003,58,1,1
10,-8,0.28,8.886,60,1,1
6,-6,0.26,6.593,76,1,1
4,-3,0.74,6.728,18,0,0
7,-1,0.83,6.409,83,1,0
10,-3,0.66,4.255,62,1,0
10,-3,0.69,8.213,75,1,0
4,-4,0.48000002,6.749,68,1,1
9,-7,0.65,4.304,57,0,0
4,-2,0.32,6.616,46,1,1
10,-8,0.08,6.451,28,1,1
8,-7,0.93,5.106,48,1,0
3,-6,0.34,4.876,83,0,0
2,-6,0.48000002,7.893,52,1,1
10,-3,0.22,4.322,22,1,0
4,-2,0.12,8.967,70,0,1
3,-8,0.1,8.533,83,0,0
6,-6,0.42000002,7.686,14,1,1
8,-6,0.23000002,7.85,42,1,1
8,-5,0.65,5.113,73,1,0
6,-7,0.0,5.026,15,0,0
6,-6,0.51,5.094,32,0,1
4,-4,0.03,4.974,38,0,1
10,-6,0.59,8.19,63,1,0
4,-4,0.4,7.821,60,1,1
4,-4,0.49,5.399,32,1,1
6,-6,0.96,8.081,12,0,1
4,-5,0.15,7.163,24,0,1
6,-4,0.03,8.094,66,0,0
4,-8,0.49,9.409,12,1,1
5,-3,0.46,6.599,56,0,0
6,-4,0.83,6.261,86,0,1
6,-8,0.65,4.981,52,0,1
4,-2,0.100000024,8.059,76,0,1
4,-6,0.99,6.031,50,0,1
5,-5,0.96,5.246,63,1,0
8,-4,0.42000002,7.363,28,1,1
4,-1,0.52,5.194,51,0,0
6,-8,0.8,4.761,26,0,0
6,-8,0.27,5.556,34,0,0
8,-8,0.68,5.419,66,0,1
5,-8,0.95,7.853,32,1,0
9,-8,0.49,6.091,72,1,0
8,-8,0.69,7.938,34,0,1
7,-5,0.31,4.347,31,0,0
6,-2,0.61,4.844,14,0,1
3,-5,0.54,4.25,48,0,0
9,-1,0.19,5.268,22,0,0
10,-2,0.33,5.512,82,1,0
4,-8,0.3,7.349,52,1,1
8,-6,0.050000012,7.833,62,0,1
3,-7,0.88,7.93,60,1,0
6,-8,0.96,8.316,64,0,1
8,-7,0.37,4.59,21,0,0
8,-8,0.91999996,6.423,38,0,1
8,-4,0.100000024,5.172,38,1,1
10,-6,0.76,8.627,31,1,0
4,-2,0.87,3.534,76,0,1
2,-8,0.21,6.059,66,1,1
4,-2,0.46,4.617,80,1,1
8,-6,0.47000003,8.289,74,1,1
10,-6,0.21,5.3,24,1,1
4,-2,0.56,5.583,76,0,1
9,-6,0.32,4.17,23,0,0
5,-6,0.76,4.297,72,1,0
8,-8,0.26,5.907,88,1,1
9,-4,0.37,7.006,49,1,0
7,-7,0.84,4.947,53,1,0
3,-8,0.82,7.762,13,0,0
4,-4,0.3,5.483,70,0,0
9,-5,0.8,4.573,52,1,0
6,-3,0.66,5.877,40,1,0
6,-4,0.04000002,5.272,74,1,1
4,-3,0.65,4.124,33,0,0
4,-6,0.64,7.111,27,0,0
5,-5,0.46,8.929,10,0,0
6,-5,0.29,7.927,46,0,0
4,-6,0.86,5.975,39,1,0
6,-8,0.55,6.246,50,0,1
10,0,0.04000002,6.976,68,1,1
4,-6,0.5,7.41,60,1,1
4,-4,0.16000003,9.49,86,1,1
6,-6,0.81,7.238,13,0,0
4,-6,0.65,3.601,54,0,1
8,-2,0.3,8.103,76,1,1
10,-4,0.18,5.338,50,1,0
6,-5,0.8,4.612,74,1,0
6,-7,0.92,7.99,85,1,0
6,-5,0.65,5.942,21,0,0
10,-8,0.01,4.999,61,1,0
3,-2,0.25,8.694,42,0,1
7,-2,0.78,5.946,58,1,0
7,-5,0.02,6.527,85,0,0
9,-5,0.78,7.842,47,1,0
6,0,0.5,6.632,30,1,1
8,-4,0.53,7.572,54,0,1
8,-7,0.38,7.42,79,0,0
6,-8,0.24000001,8.736,64,1,1
4,-5,0.83,7.86,52,1,0
9,-5,0.9,7.959,52,1,0
5,-5,0.67,4.365,59,1,0
6,-2,0.65999997,4.531,12,0,1
8,-8,0.29000002,6.481,34,1,1
10,-8,0.01,6.197,84,1,1
2,-2,0.93,6.109,22,0,1
6,-8,0.67,7.341,39,0,0
8,-8,0.78,5.956,64,0,1
8,-2,0.42000002,8.217,32,1,1
4,-4,0.73,6.734,79,1,0
5,-7,0.42,8.641,80,0,0
8,-2,0.68,6.31,84,0,1
5,-2,0.58,4.088,46,0,0
4,-4,0.26,6.762,42,0,1
10,-4,0.34,5.307,14,1,1
8,-2,0.46,7.232,76,1,1
6,-6,0.75,8.219,44,0,1
8,-2,0.26,4.808,38,1,1
4,-6,0.45,8.396,52,1,1
4,-8,0.04,8.853,66,0,0
10,-8,0.82,4.655,42,1,0
9,-8,0.09,6.32,71,1,0
8,-3,0.39,7.881,85,0,0
9,-5,0.82,8.431,83,1,0
6,-3,0.9,5.004,39,1,0
8,-8,0.46,6.51,80,1,1
2,-8,0.43,6.654,74,1,1
5,-7,0.34,7.4,64,0,0
8,-2,0.77,8.946,79,1,0
9,-3,0.73,4.767,39,1,0
6,-6,0.26,8.355,66,1,1
7,-2,0.98,8.946,26,1,0
10,-8,0.23000002,8.285,84,1,1
4,-2,0.32,8.898,72,1,1
6,-2,0.37,8.834,18,1,1
8,-6,0.93,4.175,62,1,1
10,-2,0.91,8.943,75,1,0
3,-5,0.55,4.501,61,1,0
6,-2,0.21,8.37,80,1,1
6,-4,0.46,7.094,62,1,1
8,-2,0.65999997,6.275,42,0,1
6,-6,0.57,4.063,90,0,1
6,-3,0.26,5.95,34,0,0
8,-5,0.1,7.73,66,0,0
8,-8,0.31,7.029,50,1,1
4,-5,0.15,5.489,79,0,0
9,-3,0.42,8.143,89,1,0
10,-6,0.55,8.966,22,1,0
6,-4,0.95,8.243,28,1,0
8,-6,0.110000014,7.413,72,1,1
3,-8,0.95,6.422,14,1,0
3,-6,0.94,8.731,67,1,0
8,-6,0.25,7.113,76,1,1
6,0,0.37,8.622,58,1,1
6,-4,0.37,9.414,58,1,1
4,-2,0.43,5.195,41,0,0
7,-7,0.32,5.064,32,0,0
6,-2,0.29000002,8.034,84,1,1
2,-8,0.37,7.025,56,1,1
8,-7,0.27,5.795,15,0,0
5,-7,0.49,5.729,83,1,0
4,-6,0.29000002,5.249,82,1,1
4,-6,0.21,7.337,47,0,0
4,-5,0.36,5.954,22,0,0
7,-2,0.04,7.494,63,0,0
3,-4,0.88,5.899,37,1,0
2,-6,0.49,8.907,48,1,1
4,-6,0.25,7.193,74,1,1
4,-3,0.21,6.177,48,0,0
7,-3,0.74,6.492,15,0,0
4,-6,0.97,7.383,18,1,0
6,-4,0.58,7.5880003,24,0,1
5,-6,0.06,7.902,30,0,0
4,-3,0.44,4.965,79,0,0
6,-3,0.4,4.371,68,0,0
6,-6,0.21,7.868,20,0,1
10,-4,0.100000024,6.063,80,1,1
9,-5,0.96,6.28,46,1,0
7,-8,0.43,4.067,49,1,0
3,-7,0.14,7.939,33,0,0
5,-3,0.55,4.273,20,0,0
8,-2,0.01,7.098,52,0,1
4,-6,0.25,4.819,66,1,1
6,-5,0.12,5.027,13,0,0
10,-6,0.25,6.712,16,0,0
6,-8,0.120000005,9.11,54,0,1
9,-3,0.33,4.137,30,0,0
3,-2,0.44,7.064,15,0,0
4,-6,0.85,7.712,55,1,0
8,0,0.44,8.281,72,1,1
4,-2,0.42000002,4.784,50,1,1
3,-4,0.14,8.773,44,0,1
10,-2,0.01,8.073,42,1,1
5,-8,0.39,4.806,47,0,0
9,-8,0.82,8.353,78,1,0
6,-1,0.56,4.135,29,0,0
10,-1,0.58,8.825,61,1,0
8,-2,0.90999997,6.229,36,0,1
6,-6,0.31,7.244,80,1,1
10,-3,0.21,8.33,40,0,0
8,-4,0.47000003,5.052,60,1,1
6,-8,0.36,7.011,53,0,0
6,-3,0.45,7.632,63,0,0
10,0,0.04000002,8.392,22,1,1
8,-8,0.23000002,5.738,18,1,1
8,-2,0.42000002,6.864,44,1,1
8,-6,0.38,7.369,74,1,1
5,-7,0.88,6.467,31,1,0
4,-3,1.0,4.398,64,1,0
10,-4,0.71,7.101,41,1,0
10,-5,0.42,5.41,33,1,0
8,-6,0.25,5.589,12,0,1
4,-2,0.93,5.262,88,0,1
3,-3,0.08,6.488,70,0,1
4,-8,0.75,5.432,20,0,0
4,-4,0.94,4.24,60,0,1
8,-2,0.85,8.135,21,1,0
10,-4,0.32,8.379,70,1,1
8,-6,0.15,9.108,44,1,1
8,-6,0.36,8.63,44,1,1
9,-8,0.43,7.858,68,0,0
3,-6,0.36,7.645,86,0,0
7,-8,0.01,5.375,49,0,0
6,-7,0.2,5.915,67,0,1
9,-8,0.62,5.807,77,1,0
5,-7,0.31,4.72,29,0,0
6,-6,0.3,5.304,42,1,1
6,-2,0.42000002,5.175,74,1,1
8,-6,0.38,5.318,52,1,1
8,-4,0.18,9.231,30,1,1
8,-7,0.92,7.148,76,1,0
6,-5,0.61,8.843,77,1,0
9,-8,0.66,8.666,29,1,0
8,-8,0.37,6.822,66,1,1
3,-6,0.9,5.806,56,1,0
4,-2,0.44,6.831,88,1,1
6,-5,0.46,6.185,15,0,1
2,-2,0.47000003,7.793,74,1,1
8,-2,0.99,7.591,56,1,0
8,-6,0.2,4.766,30,1,1
2,0,0.38,4.792,70,1,1
6,-8,0.58,8.071,40,0,1
3,-2,0.81,4.571,15,0,0
9,-2,0.27,5.566,72,0,0
6,-8,0.84,5.011,74,0,1
6,-8,0.8,5.654,22,0,1
6,-1,0.25,5.402,76,0,0
8,-1,0.54,7.199,85,0,0
4,-8,0.72,8.127,52,0,1
4,-4,0.87,5.484,40,0,1
4,-2,0.36,6.387,68,1,1
5,-4,0.19,4.073,20,0,0
6,-6,0.14,8.173,89,0,0
4,-6,0.29000002,8.729,78,1,1
8,-8,0.83,8.756,74,1,0
8,-5,0.86,5.256,44,1,0
8,-2,0.07,6.016,18,1,1
10,0,0.5,8.944,28,1,1
5,-8,0.73,8.234,48,1,0
6,-7,0.03,5.509,56,0,0
10,-4,0.51,6.231,71,1,0
8,-2,0.25,8.891,74,0,0
10,-4,0.42000002,5.978,30,1,1
5,-2,0.84,8.486,83,1,0
6,-6,0.6,7.888,56,0,1
6,-4,0.19,5.81,44,1,1
10,-2,0.25,8.223,30,1,0
3,-2,0.02,7.675,68,0,0
8,-6,0.16000003,5.878,24,1,1
7,-2,0.43,4.595,56,0,0
6,-4,0.83,7.854,31,1,0
6,-4,0.21,4.663,36,0,1
9,-3,0.12,8.95,43,0,0
9,-6,0.26,5.929,69,1,0
5,-8,0.14,4.184,13,0,0
4,-8,0.65,7.602,84,0,1
