N,F0,PER,d0,v0,collision,attack
9,-6,0.68,7.383,71,1,0
6,-5,0.8,4.612,74,1,0
5,-7,0.5145645,4.1874275,33,1,1
10,-4,0.79,7.349,65,1,0
3,-5,0.9685335,5.4646893,67,0,1
5,-7,0.14,7.928,70,0,1
8,-6,0.9,6.52,64,1,0
9,-1,0.11895466,7.955098,18,0,1
4,-8,0.5960655,7.776248,35,1,1
4,-8,0.59695625,6.709236,82,0,1
9,-6,0.28,8.19,41,0,0
4,-3,0.40363503,7.1241245,45,1,1
4,-3,0.4257145,8.125351,42,1,1
5,-5,0.62,5.325,20,1,0
10,-2,0.53,6.913,77,1,0
9,-3,0.03,4.941,85,0,0
8,-3,0.9176092,6.081045,45,0,1
4,-3,0.79108334,6.9839916,59,0,1
3,-4,0.5383415,4.8089867,39,0,1
4,-6,0.8991976,6.0017414,65,0,1
8,-4,0.53194714,4.1639566,55,0,1
6,-4,0.46117115,8.90019,72,1,1
4,-8,0.24681377,7.921755,78,1,1
6,-4,0.68382835,4.0350256,82,0,1
5,-3,0.05,6.846,72,0,1
5,-8,0.06,6.005,73,0,0
5,-1,0.72,6.554,56,0,0
4,-8,0.85,6.669,71,1,0
8,-8,0.4208212,6.254613,78,0,1
4,-4,0.65,7.299,54,0,0
4,-8,0.75,5.432,20,0,0
10,-5,0.88,8.295,44,1,0
4,-7,0.30526543,4.29163,66,1,1
3,-6,0.5176172,8.584999,76,1,1
6,-2,0.16,5.031,12,0,1
5,-4,0.35,6.181,34,0,0
3,-5,0.08,7.972,21,0,1
3,-7,0.03,7.792,43,0,0
6,-3,0.89,7.305,84,1,0
3,-8,0.85,7.772,12,0,0
6,-8,0.2,5.778,44,0,1
10,-7,0.42,6.211,49,1,0
4,-4,0.05,7.577,11,0,0
6,-7,0.95106506,5.8095245,46,0,1
8,-4,0.6397896,5.556756,46,0,1
8,-6,0.83377266,6.627284,24,0,1
4,-8,0.4162073,7.064163,33,1,1
4,-4,0.23093128,5.6868954,88,1,1
6,-4,0.8826647,4.2094326,10,0,1
3,-8,0.61,5.543,13,0,0
4,-3,0.31,6.751,44,0,0
8,-4,0.0,8.482,68,0,0
6,-5,0.7310581,8.410717,76,0,1
5,-8,0.14,7.299,78,0,0
6,-7,0.65,7.742,44,0,0
8,-1,0.73575306,7.352433,48,0,1
5,-5,0.38439655,6.123349,77,1,1
8,-4,0.9070835,6.494482,26,0,1
7,-8,0.40246677,5.3222637,37,1,1
5,-7,0.55,5.131,85,1,0
3,-2,0.88024235,8.290749,75,0,1
6,-6,0.33,7.497,36,0,0
7,-2,0.5,6.656,39,0,0
4,-2,0.8565464,8.864725,69,0,1
6,-7,0.92,7.99,85,1,0
8,-1,0.21824646,5.152261,47,1,1
8,-2,0.34,5.828,85,0,0
5,-3,0.72,8.786,57,1,0
6,-1,0.25,5.402,76,0,0
4,-7,0.3728361,3.965496,74,1,1
6,-2,0.59,4.809,65,0,0
3,-2,0.02,7.675,68,0,0
3,-8,0.15,8.219,29,0,1
7,-1,0.26,4.174,36,0,0
6,-2,0.4323492,4.829873,70,1,1
6,-3,0.9447918,7.7523355,38,0,1
3,-2,0.5,8.965,34,0,1
9,-3,0.07,6.704,86,0,0
9,-6,0.78,5.957,83,1,0
8,-7,0.03998661,5.993479,73,1,1
3,-1,0.73,4.984,25,0,0
7,-7,0.8415718,7.350522,29,0,1
6,-7,0.77,6.201,32,1,0
8,-6,0.45,8.838,47,0,0
3,-3,0.85,7.847,60,1,0
6,-2,0.47,7.072,46,0,0
6,-7,0.39057446,7.8349667,67,1,1
4,-4,0.36,6.803,85,1,0
9,-8,0.99,8.867,88,1,1
10,-3,0.98,8.384,25,1,1
8,-8,0.047496796,7.52808,45,1,1
10,-4,0.36,4.367,50,1,0
3,-3,0.93193626,5.4849024,64,0,1
10,-7,0.8,5.868,46,1,0
4,-6,0.14,7.715,52,0,0
3,-3,0.01,6.398,25,0,1
8,-6,0.2569542,8.057188,46,1,1
10,-2,0.12,5.969,85,1,0
6,-6,0.60654736,6.854537,85,0,1
5,-2,0.76306534,4.965022,89,0,1
10,-7,0.41,4.059,31,1,0
4,-2,0.21,6.567,50,0,1
7,-4,0.967288,5.7380085,15,0,1
4,-4,0.45,7.556,49,0,0
9,-6,0.11,7.122,18,0,0
8,-3,0.96,8.529,80,1,0
8,-2,0.12521076,4.3459425,39,1,1
7,-7,0.17,8.983,12,0,1
9,-4,0.37,7.006,49,1,0
5,-7,0.8366251,4.329069,28,0,1
8,-3,0.49,6.726,55,0,0
8,-6,0.21276188,8.297197,35,1,1
10,-3,0.4,7.06,77,1,0
10,-6,0.21,5.221,29,1,0
3,-5,0.4900961,4.7689285,62,1,1
10,-3,0.91,7.336,59,1,1
3,-3,0.47,5.207,13,0,0
9,-8,0.28,7.711,57,0,0
8,-6,0.88024807,5.2783384,42,1,1
8,-2,0.56,5.847,86,0,0
5,-3,0.8455057,7.5275965,52,0,1
6,-6,0.59,8.515,66,1,0
8,-8,0.88,5.12,58,1,0
8,-8,0.20815754,4.1576576,40,1,1
6,-4,0.2,6.451,18,0,1
9,-5,0.97,7.611,31,1,0
4,-1,0.63,5.56,19,0,0
3,-2,0.2,7.089,77,0,1
8,-5,0.17768478,5.4834824,47,1,1
5,-7,0.43,8.843,33,0,0
10,-4,0.97,5.248,14,1,0
10,-2,0.9,4.758,77,1,1
8,-8,0.8037796,8.506754,48,0,1
8,-6,0.19,4.48,44,0,0
8,-2,0.041116714,5.992366,53,1,1
6,-8,0.5085716,4.639888,16,1,1
6,-6,0.47,6.094,35,0,0
3,-7,0.98101044,6.186861,56,1,1
7,-8,0.25,6.947,55,0,1
8,-2,0.08907795,6.5489655,82,1,1
7,-3,0.33,4.598,15,0,0
3,-4,0.26,5.286,31,0,0
3,-1,0.94,7.613,16,1,0
4,-1,0.94,7.952,18,1,0
3,-8,0.28,8.892,15,0,1
4,-3,0.41,4.578,46,0,0
3,-5,0.54,4.25,48,0,0
4,-3,0.07,6.675,82,0,0
8,-4,0.84811115,6.4245443,13,0,1
4,-4,0.36,8.301,38,0,0
7,-2,0.85,6.2,87,1,0
8,-6,0.2963705,8.299635,33,1,1
7,-2,0.98,8.946,26,1,0
4,-5,0.8112669,6.0759974,56,0,1
3,-2,0.25,8.694,42,0,1
9,-3,0.91,4.792,80,1,0
8,-8,0.22,6.353,77,0,0
6,-4,0.5796976,8.548908,30,1,1
7,-2,0.6315012,5.550313,75,0,1
3,-6,0.44,4.665,20,0,0
9,-8,0.99,5.008,20,1,0
6,-4,0.5724764,4.16304,37,0,1
3,-5,0.4585638,4.568736,52,1,1
5,-6,0.42755318,7.0741043,23,1,1
5,-2,0.61,5.341,61,1,0
5,-5,0.15,6.077,42,0,1
4,-6,0.32,5.176,26,0,0
4,-6,0.05,8.092,31,0,1
5,-2,0.49212265,4.271018,51,1,1
4,-1,0.25,6.725,62,0,1
7,-5,0.38034344,6.1009398,74,1,1
5,-8,0.94140625,6.989259,51,0,1
5,-4,0.77770805,8.5760765,81,0,1
8,-6,0.38,6.41,85,0,0
3,-8,0.9512348,4.023567,33,0,1
5,-1,0.45102978,4.840005,41,1,1
7,-1,0.74,4.017,47,0,0
4,-6,0.6446457,7.6030474,89,0,1
3,-4,0.29,5.782,74,0,1
5,-2,0.16,8.278,12,0,1
7,-6,0.94,6.602,19,1,0
6,-5,0.34,6.298,30,0,0
9,-3,0.96,5.818,33,1,0
4,-5,0.82,8.581,41,1,0
8,-4,0.41034698,8.238155,13,1,1
8,-4,0.22976303,7.22519,18,0,1
10,-3,0.9,7.694,30,1,1
4,-1,0.3,8.279,54,0,0
5,-6,0.04,4.767,67,0,1
9,-4,0.37,6.055,15,0,0
5,-5,0.28957462,8.574139,63,0,1
4,-2,0.24,4.944,85,0,0
7,-7,0.71621704,7.076599,89,0,1
6,-1,0.83,6.204,81,1,0
6,-1,0.71432304,5.7534075,14,1,1
9,-4,0.13,7.906,39,0,0
7,-6,0.81,6.5,19,1,0
3,-6,0.6604872,8.920029,24,1,1
7,-3,0.49031925,8.46261,45,1,1
10,-3,0.94,5.274,64,1,1
6,-7,0.96,7.379,41,1,0
7,-7,0.86037064,6.0848694,41,0,1
5,-8,0.22,7.784,16,0,0
4,-6,0.9994459,6.977747,17,0,1
9,-3,0.97,4.415,34,1,0
3,-7,0.45293808,8.816292,81,1,1
5,-2,0.53,7.927,25,0,0
5,-4,0.21,5.726,49,0,1
6,-5,1.0,8.2,32,1,0
7,-8,0.11193943,4.01834,57,1,1
8,-3,0.8683233,5.681432,12,0,1
8,-2,0.41,8.57,88,0,0
5,-4,0.89,4.213,30,1,0
4,-7,0.9843149,7.73647,22,0,1
4,-2,0.93,7.071,75,1,0
8,-2,0.26479435,7.5809994,34,1,1
7,-5,0.36811543,5.231842,61,1,1
8,-2,0.8,6.077,18,1,0
3,-6,0.72,7.252,22,0,0
3,-2,0.88,7.152,24,0,0
5,-7,0.85159683,4.1012955,17,0,1
8,-4,0.22,5.673,43,0,0
7,-3,0.9891863,8.322788,21,0,1
4,-6,0.97,7.383,18,1,0
5,-3,0.27,5.047,27,0,0
7,-5,0.9560633,6.7957993,42,0,1
6,-8,0.5671778,5.387293,69,0,1
6,-2,0.15,4.34,55,0,0
5,-2,0.04,4.819,65,0,0
7,-7,0.731102,6.5146713,75,1,1
8,-2,0.03,8.535,50,0,0
3,-3,0.2,8.266,39,0,1
7,-7,0.25473404,8.814245,82,0,1
5,-2,0.75637627,5.658247,84,0,1
6,-2,0.26,5.545,54,0,1
10,-3,0.57,6.108,21,1,0
6,-6,0.06,7.128,55,0,1
4,-7,0.95,4.089,87,1,0
7,-3,0.8339634,6.744053,66,0,1
4,-6,0.8,8.656,52,1,0
6,-5,0.02,5.522,26,0,1
3,-3,0.64492035,7.459217,74,1,1
6,-3,0.78,8.586,44,0,0
5,-7,0.25,8.31,76,0,0
5,-5,0.46,8.929,10,0,0
8,-3,0.11,6.531,54,0,0
7,-1,0.023560524,8.332186,64,1,1
9,-2,0.67,7.444,75,1,0
6,-5,0.8,5.602,25,0,0
5,-3,0.41,6.854,57,0,1
10,-8,0.69,5.503,56,1,1
4,-8,0.74,4.306,88,1,0
4,-6,0.51,6.902,72,0,0
7,-8,0.74160385,8.431498,33,0,1
7,-3,0.74,5.86,39,1,0
10,-3,0.49,4.099,42,1,0
5,-1,0.55,7.282,44,0,0
7,-7,0.03,8.341,68,0,0
8,-4,0.93117905,5.6264544,17,0,1
9,-2,0.89,6.195,72,1,0
4,-3,0.34,6.435,86,0,0
4,-7,0.3691969,5.607808,68,1,1
3,-2,0.05,4.395,16,0,1
5,-6,0.86,5.55,68,1,0
6,-5,0.805315,7.6468544,49,0,1
9,-7,0.12,7.665,65,0,0
10,-5,0.65,6.048,76,1,0
5,-6,0.4630556,6.8902416,61,1,1
10,-6,0.44,7.965,79,1,0
8,-7,0.67,5.139,86,1,0
3,-3,0.87,6.92,87,1,0
5,-6,0.86,6.137,82,1,0
8,-8,0.8055229,5.5771074,45,0,1
3,-3,0.95,4.265,40,1,0
8,-7,0.92,7.148,76,1,0
7,-6,0.5583782,8.568766,26,1,1
8,-7,0.82068825,7.201436,26,0,1
6,-6,0.29,5.749,63,0,1
8,-5,0.76,5.069,74,1,0
6,-5,0.50529957,5.2683096,36,1,1
5,-6,0.39,8.88,18,0,1
7,-7,0.32,5.064,32,0,0
8,-3,0.49991417,7.803795,76,0,1
5,-5,0.96,5.246,63,1,0
7,-2,0.36167717,4.4586506,48,1,1
4,-7,0.4081936,4.929575,79,1,1
9,-7,0.6,6.375,45,1,0
9,-5,0.74,5.418,76,1,0
5,-2,0.9,6.41,25,1,0
3,-7,0.87913513,6.005823,60,0,1
8,-8,0.002281189,4.405135,61,1,1
8,-8,0.023028374,8.476887,84,1,1
5,-8,0.44425964,9.0870285,70,1,1
8,-2,0.9679842,7.972006,10,0,1
6,-5,0.9007788,4.4915714,14,0,1
9,-4,0.98,4.325,16,1,0
3,-4,0.86,4.125,51,0,0
6,-2,0.57,4.922,65,0,0
7,-5,0.46673584,7.91288,40,1,1
4,-2,0.41398716,7.5444736,80,1,1
6,-4,0.41429615,6.5877457,62,1,1
5,-7,0.77560043,8.660831,69,0,1
7,-8,0.37882614,6.126954,58,1,1
7,-8,0.84,8.468,72,1,0
3,-6,0.99,8.982,56,1,0
9,-5,0.87,4.246,62,1,0
8,-5,0.28854275,5.5059967,29,1,1
4,-2,0.42,8.858,21,0,0
3,-8,0.63797665,5.727318,51,1,1
7,-3,0.61,8.777,81,1,0
5,-6,0.37,8.421,39,0,0
10,-4,0.38,8.427,26,1,0
3,-4,0.15,7.316,49,0,0
7,-6,0.5168543,5.403343,27,1,1
3,-1,0.5464506,6.3702173,58,1,1
3,-2,0.97965527,7.960582,83,0,1
4,-5,0.33398342,6.4188814,89,1,1
4,-6,0.998682,5.830014,48,0,1
7,-6,0.2841282,8.883932,85,1,1
3,-4,0.21,5.072,63,0,0
4,-2,0.12,8.967,70,0,1
8,-5,0.345685,8.293808,21,0,1
4,-2,0.91338253,8.543924,83,0,1
8,-6,0.83,4.31,27,1,0
4,-5,0.28,6.093,81,0,0
9,-5,0.07,6.685,89,0,0
8,-7,0.73,8.772,32,1,0
4,-4,0.7,4.06,85,1,0
7,-1,0.25,5.058,54,0,0
7,-7,0.91,7.519,28,1,0
9,-5,0.95,4.27,62,1,0
5,-6,0.43,7.414,29,0,0
6,-6,0.13,4.34,64,0,0
7,-7,0.44401932,6.635393,52,1,1
3,-4,0.41,6.442,63,0,0
6,-8,0.51,7.899,38,0,0
9,-8,0.65,6.792,13,1,0
8,-7,0.89,6.331,13,1,0
8,-5,0.1,8.67,68,0,0
3,-7,0.46,6.165,41,0,0
6,-4,0.5203638,6.710846,38,1,1
4,-1,0.8150778,4.1981497,64,0,1
9,-4,0.5,5.088,41,0,0
3,-7,0.36,4.821,28,0,1
10,-8,0.91,6.606,71,1,1
10,-4,0.17,5.951,64,1,0
10,-5,0.54,7.801,64,1,0
5,-5,0.19,4.659,18,0,1
8,-3,0.056467056,4.7137947,48,1,1
5,-3,0.22,4.982,46,0,0
8,-4,0.78001404,6.40874,46,0,1
5,-2,0.5109596,7.9688063,75,1,1
4,-4,0.74,6.945,82,0,0
5,-4,0.95,6.219,31,1,0
8,-7,0.33084965,5.049515,10,1,1
10,-2,0.64,5.612,84,1,0
6,-7,0.24,4.003,22,0,1
6,-3,0.93,5.542,80,1,0
4,-2,0.25,8.402,63,0,0
9,-7,0.88,8.132,43,1,0
10,-3,0.83,7.781,54,1,1
7,-6,0.16,8.947,68,0,0
4,-6,0.53,6.472,21,0,0
6,-2,0.36,4.762,43,0,0
4,-3,0.09,6.862,73,0,1
10,-4,0.62,6.756,81,1,1
5,-4,0.24,7.346,29,0,0
5,-5,0.48,4.667,80,0,0
4,-1,0.97,4.246,27,1,0
6,-8,0.383914,8.093216,57,1,1
6,-8,0.1,5.166,50,0,0
8,-7,0.27,8.013,83,0,0
7,-5,0.4454193,7.0414467,60,0,1
8,-5,0.97,4.992,21,1,0
7,-8,0.24118519,7.186283,58,1,1
5,-6,0.68,8.42,27,0,0
10,-8,0.2,5.441,79,1,0
6,-8,0.22,6.482,25,0,0
8,-4,0.02303505,7.015481,59,1,1
8,-3,0.98,8.606,60,1,0
8,-5,0.07059479,8.012388,75,1,1
6,-4,0.9018278,6.6196203,36,1,1
8,-2,0.88,4.37,67,1,0
6,-5,0.12,6.129,30,0,0
5,-7,0.34,7.4,64,0,0
5,-2,0.52,4.342,13,0,0
3,-8,0.24,8.317,81,0,0
3,-5,0.93,6.17,72,1,0
7,-6,0.8949013,5.426793,21,0,1
3,-4,0.06,8.013,85,0,1
5,-1,0.24,7.382,80,0,0
3,-1,0.45,8.985,80,0,0
4,-2,0.29,5.767,33,0,1
4,-8,0.91,8.812,64,1,0
8,-4,0.78,6.248,47,1,0
4,-6,0.36936378,6.7409887,62,1,1
6,-4,0.86419487,6.9246664,64,1,1
9,-2,0.81,6.85,65,1,0
7,-7,0.48,5.708,14,0,0
5,-5,0.28126907,8.492367,62,1,1
3,-7,0.5190573,7.7463226,59,1,1
8,-3,0.8825722,5.24479,52,0,1
5,-7,0.8498802,7.298129,65,0,1
8,-8,0.84194756,5.451996,34,0,1
6,-5,0.34,5.181,53,1,1
3,-8,0.62,8.324,75,0,0
3,-8,0.21,4.023,11,0,0
7,-8,0.96957207,8.558651,36,1,1
6,-8,0.39323616,8.239304,64,1,1
8,-7,0.4,5.729,33,0,0
3,-7,0.1,5.914,33,0,0
4,-4,0.44,4.432,30,0,0
5,-5,0.9,6.527,79,1,0
10,-6,0.33,4.722,82,1,1
9,-4,0.28,5.6,84,0,0
4,-4,0.35945988,6.013093,49,1,1
10,-4,0.1,5.924,44,1,0
10,-4,0.51,6.231,71,1,0
3,-1,0.8163004,5.7864294,88,0,1
8,-6,0.58,6.171,86,1,0
6,-6,0.41282463,8.159245,73,1,1
4,-2,0.59,5.252,57,0,0
8,-3,0.03,4.329,20,0,0
4,-4,0.5,5.33,67,0,0
5,-2,0.39,6.748,43,0,0
6,-3,0.48,5.131,48,0,0
3,-5,0.41,6.687,28,0,0
8,-2,0.01930523,4.133172,33,1,1
9,-1,0.4,6.297,16,0,0
7,-8,0.38,5.405,32,0,0
6,-6,0.05,7.479,79,0,0
5,-8,0.95,7.853,32,1,0
7,-8,0.75432396,7.850253,41,0,1
5,-6,0.14,5.485,48,0,1
8,-8,0.28,5.891,27,0,0
5,-8,0.45,7.708,29,0,0
8,-3,0.8016062,6.4317226,50,0,1
7,-6,0.686635,8.101446,89,0,1
5,-6,0.78319454,5.797909,70,1,1
4,-8,0.51,6.634,58,0,0
7,-8,0.4306984,7.820264,55,1,1
8,-7,0.09009552,4.0369024,23,1,1
8,-3,0.9026089,8.560703,16,0,1
10,-6,0.66,7.942,89,1,1
3,-8,0.12,5.835,24,0,0
6,-8,0.5989971,5.4971104,87,0,1
8,-7,0.24,6.816,33,0,0
10,-8,0.93,5.451,30,1,1
8,-5,0.9021807,8.949869,16,0,1
7,-8,0.64,6.717,69,1,0
6,-7,0.4079075,4.474079,41,1,1
5,-7,0.08,4.968,63,0,1
5,-2,0.16,4.693,63,0,0
5,-7,0.8758688,4.675292,48,0,1
3,-2,0.88,5.692,66,1,0
7,-3,0.9255619,6.077258,22,0,1
4,-5,0.8264179,4.897174,51,0,1
5,-2,0.7456713,5.7485075,87,0,1
6,-3,0.04,7.586,64,0,0
3,-4,0.17,8.91,16,0,0
6,-6,0.15,5.407,37,0,0
5,-2,0.44622803,8.409082,51,1,1
4,-2,0.33,4.107,43,0,0
8,-6,0.66,8.883,23,0,0
7,-3,0.40129948,7.402343,80,1,1
10,-2,0.39,7.495,31,1,0
9,-1,0.08,7.917,55,1,0
5,-4,0.02,7.553,30,0,0
9,-7,0.18,4.311,73,1,0
7,-4,0.40601158,5.884267,73,1,1
5,-8,0.58,6.546,79,0,0
3,-6,0.18,4.181,19,0,1
10,-5,0.78,8.436,37,1,0
6,-6,0.9882498,8.875574,22,0,1
5,-1,0.25,8.703,67,0,1
9,-2,0.15,5.831,33,1,0
9,-5,0.84,8.974,49,1,0
3,-7,0.98,6.281,84,1,0
6,-7,0.6205654,7.8461714,83,0,1
3,-7,0.16,6.131,27,0,0
3,-7,0.2,6.183,69,0,1
6,-6,0.48313522,4.403467,27,1,1
5,-8,0.8703127,8.200317,38,0,1
5,-1,0.55871296,7.1968346,67,1,1
7,-2,0.81,5.004,45,1,0
4,-5,0.42289352,7.3827515,84,1,1
4,-2,0.58,7.98,71,0,0
8,-3,0.19,6.271,46,0,0
7,-6,0.66138077,6.5285826,57,0,1
6,-8,0.25,7.59,32,0,0
8,-5,0.4283514,7.573292,19,1,1
8,-3,0.39,7.881,85,0,0
10,-5,0.05,4.127,79,1,0
6,-5,0.05,7.277,22,0,1
9,-1,0.14,6.561,36,0,0
5,-5,0.46956635,7.0725956,58,1,1
5,-6,0.18,4.183,47,0,0
8,-2,0.84323406,4.0940742,46,0,1
7,-7,0.05,6.404,18,0,1
5,-5,0.29423428,7.402028,57,0,1
4,-8,0.34,4.793,85,1,0
6,-5,0.37,4.497,12,0,1
3,-5,0.5077534,7.914953,66,1,1
6,-4,0.4,8.176,79,0,0
10,-2,0.91,8.08,73,1,0
5,-1,0.46,7.875,22,0,1
8,-6,0.87183,5.7491407,47,0,1
8,-3,0.66,8.473,18,0,0
8,-7,0.37,4.59,21,0,0
7,-8,0.703454,7.848877,67,0,1
8,-4,0.69,8.936,56,1,0
4,-5,0.57,5.356,60,0,0
3,-7,0.47,6.894,24,0,0
7,-2,0.93484974,7.555334,32,0,1
3,-2,0.5,5.607,43,0,0
3,-2,0.26,7.827,55,0,1
7,-7,0.84,5.887,30,1,0
6,-4,0.1,4.156,43,0,0
4,-4,0.4,5.306,10,0,1
7,-4,0.75,8.527,25,0,0
6,-1,0.56,4.135,29,0,0
3,-2,0.68,5.439,17,0,0
10,-5,0.87,6.473,42,1,1
8,-8,0.38,5.632,65,1,0
8,-6,0.54852295,5.9981995,60,0,1
8,-3,0.19236183,8.742146,54,1,1
7,-8,0.28831673,5.5305853,50,1,1
3,-5,0.07,8.246,87,0,0
8,-8,0.58,7.069,71,1,0
5,-8,0.21,5.211,24,0,1
6,-4,0.12,7.629,20,0,0
8,-1,0.9646082,7.676182,11,0,1
9,-1,0.26,5.843,83,1,0
7,-5,0.21,8.964,24,0,1
7,-2,0.8821993,4.803485,18,0,1
10,-2,0.25,8.223,30,1,0
5,-7,0.79,8.02,53,1,0
8,-3,0.039159775,4.370041,35,1,1
5,-5,0.78708553,8.135939,44,0,1
3,-2,0.15,5.663,22,0,1
8,-2,0.06,7.807,47,0,0
4,-2,0.89,4.768,34,1,0
7,-2,0.44,7.081,46,0,0
10,-1,0.06,6.089,74,1,0
5,-5,0.36008167,4.9044876,82,0,1
3,-3,0.26,8.364,42,0,1
3,-6,0.02,4.822,27,0,1
6,-6,0.06,8.03,23,0,1
7,-2,0.7541847,7.8948936,83,0,1
4,-7,0.04,5.587,52,0,1
6,-5,0.74,6.287,14,0,0
8,-3,0.01775837,6.7420645,82,1,1
7,-6,0.4,6.692,49,0,0
5,-5,0.79,5.59,40,1,0
8,-4,0.2,5.331,20,0,0
8,-2,0.0972538,7.0105057,72,1,1
6,-6,0.55,8.077,79,1,0
6,-7,0.32593536,7.8058968,82,1,1
10,-8,0.54,7.221,29,1,0
4,-2,0.02,6.824,66,0,1
5,-8,0.45002937,8.406904,36,1,1
7,-1,0.6225567,7.512767,39,1,1
10,-8,0.24,4.097,30,1,0
10,-8,0.23,5.384,25,1,0
10,-5,0.94,4.672,77,1,1
5,-1,0.17,6.907,36,0,1
3,-5,0.22,8.935,55,0,1
6,-8,0.42874718,7.9239807,41,0,1
5,-2,0.17,8.89,74,0,0
8,-1,0.8429537,8.704163,40,0,1
4,-2,0.83,8.492,74,1,0
7,-7,0.78764343,6.9470987,37,0,1
6,-6,0.651124,4.233732,86,1,1
5,-7,0.89,6.4,41,1,0
6,-4,0.64130974,4.4095297,69,0,1
4,-5,0.5613413,7.5180855,57,1,1
9,-2,0.043481827,7.6604414,14,1,1
9,-8,0.82,8.353,78,1,0
8,-7,0.41,4.796,10,0,0
9,-8,0.66,8.666,29,1,0
10,-2,0.24,6.453,58,1,0
8,-6,0.66371346,7.968876,55,0,1
4,-4,0.17,4.309,88,0,0
3,-2,0.25,4.072,62,0,0
7,-3,0.41752243,8.790627,68,1,1
3,-7,0.93941784,6.777503,70,1,1
9,-5,0.6039715,8.547071,15,0,1
5,-4,0.45282555,5.1435995,76,1,1
4,-2,0.26,6.558,21,0,1
9,-2,0.07,4.117,72,0,0
3,-7,0.43204594,4.3097153,63,1,1
4,-4,0.38,4.593,27,0,0
4,-6,0.6731663,5.9585867,13,0,1
7,-6,0.8,6.986,35,1,0
8,-3,0.95,6.323,42,1,0
6,-4,0.6957903,7.693964,12,1,1
5,-2,0.85,4.43,51,1,0
8,-6,0.43,4.415,67,1,0
7,-2,0.87,8.506,59,1,0
6,-5,0.63459396,8.251404,17,1,1
5,-7,0.829072,8.967098,57,0,1
9,-8,0.65,6.476,46,1,0
3,-5,0.6505661,5.2543907,58,1,1
3,-2,0.29,7.641,11,0,1
7,-1,0.87698746,6.9688635,54,0,1
4,-3,0.97,5.043,63,1,0
3,-4,0.14,8.773,44,0,1
5,-8,0.56,4.171,23,0,0
10,-8,0.21,7.343,39,1,0
6,-5,0.51318264,8.608461,56,1,1
7,-5,0.8914356,4.0716553,24,0,1
7,-6,0.81994534,7.388404,62,1,1
8,-4,0.37,4.847,26,0,0
5,-8,0.37152672,6.3003407,46,1,1
5,-5,0.8281584,8.6366825,55,0,1
8,-4,0.6194353,6.47196,48,0,1
8,-4,0.8,8.782,29,1,0
3,-1,0.63,7.315,13,0,1
7,-6,0.43938255,8.605297,60,1,1
10,-2,0.71,6.63,32,1,0
10,-8,0.47,6.294,89,1,1
4,-4,0.28781986,6.2756176,69,1,1
4,-4,0.5,7.252,53,0,0
6,-8,0.12,8.847,75,0,0
6,-4,0.64,8.067,87,1,0
9,-1,0.53,6.179,73,1,0
4,-3,0.4228506,8.469612,79,1,1
9,-5,0.61166763,6.953618,10,0,1
8,-3,0.21,6.772,73,0,0
3,-8,0.41,4.678,10,0,1
5,-8,0.93,8.733,74,1,0
6,-7,0.75,6.478,80,1,0
4,-4,0.30115223,6.931387,82,1,1
5,-3,0.9372177,8.548283,41,0,1
9,-8,0.47,7.617,49,0,0
8,-6,0.08781242,7.3227005,62,0,1
10,-8,0.79,5.82,86,1,1
5,-4,0.9598036,4.519826,22,0,1
3,-4,0.21,5.793,77,0,0
10,-2,0.53,6.608,36,1,0
6,-5,0.7948036,6.0770874,75,1,1
10,-2,0.5,6.863,87,1,0
5,-7,0.72,5.714,56,1,0
8,-3,0.8435669,7.339511,23,0,1
8,-4,0.34,4.917,55,0,0
3,-3,0.61,7.474,75,1,0
8,-8,0.06842041,4.967904,42,0,1
5,-8,0.1,7.939,74,0,0
4,-5,0.45,8.944,55,0,0
8,-7,0.07586765,7.037966,68,1,1
4,-5,0.24668026,8.95986,86,1,1
3,-3,0.09,5.219,16,0,1
8,-2,0.25,8.891,74,0,0
4,-6,0.7808876,6.5745525,77,0,1
8,-7,0.73807716,6.873559,23,0,1
7,-6,0.6980972,6.840329,82,0,1
9,-4,0.8,4.368,59,1,0
6,-7,0.92,7.92,65,1,0
4,-4,0.06,5.503,50,0,1
10,-6,0.76,8.627,31,1,0
8,-6,0.49305344,8.421951,24,1,1
10,-6,0.71,8.108,59,1,1
5,-5,0.81,5.489,21,0,0
9,-7,0.08,6.15,51,1,0
5,-7,0.8,5.201,21,0,0
10,-3,0.57,4.615,87,1,1
3,-7,0.18,4.345,62,0,0
4,-5,0.15,5.489,79,0,0
4,-8,0.16782188,7.0929413,86,1,1
6,-5,0.12,4.257,57,0,1
4,-2,0.56,5.922,26,0,0
3,-7,0.5039873,7.719389,85,1,1
4,-3,0.13,5.853,31,0,1
8,-7,0.01,7.392,65,0,0
8,-7,0.12,6.359,11,0,0
10,-5,0.61,7.308,82,1,1
6,-7,0.47,5.439,11,0,0
10,-8,0.97,8.693,50,1,0
4,-5,0.58,4.393,32,0,0
8,-6,0.88,5.242,35,1,0
7,-3,0.31,4.188,89,0,0
6,-2,0.39,7.433,30,0,1
9,-7,0.11,4.635,84,1,0
7,-8,0.8002329,7.3165264,33,0,1
8,-7,0.61,6.987,85,1,0
4,-5,0.9,8.93,60,1,0
9,-2,0.46,4.472,72,1,0
3,-3,0.09,7.654,19,0,0
7,-7,0.71284294,6.1695013,81,0,1
7,-7,0.55438805,5.9276085,66,0,1
7,-4,0.6305475,4.2804565,13,1,1
